id;bairro;data;tipo;ano;mes
127966;ENTROCAMENTO;2018-01-01;Veículo;2018;1
219641;ARAGUAINA SUL;2018-01-01;Assalto arma de fogo;2018;1
262082;SENADOR;2018-01-01;Assalto;2018;1
116773;SAO JOAO;2018-01-01;Furto;2018;1
213726;SETOR BRASIL;2018-01-01;Furto;2018;1
408884;ENTROCAMENTO;2018-01-01;Veículo;2018;1
464140;CENTRO;2018-01-01;Assalto;2018;1
438307;SETOR ANHANGUERA;2018-01-01;Veículo;2018;1
479172;SENADOR;2018-01-01;Assalto;2018;1
21301;CENTRO;2018-01-01;Furto;2018;1
284015;SENADOR;2018-01-01;Assalto;2018;1
421145;CENTRO;2018-01-01;Veículo;2018;1
339270;ARAGUAINA SUL;2018-01-01;Furto;2018;1
1066;SENADOR;2018-01-01;Assalto;2018;1
255019;CENTRO;2018-01-01;Violência Mulher;2018;1
197798;ARAGUAINA SUL;2018-01-01;Veículo;2018;1
272520;SAO JOAO;2018-01-01;Assalto;2018;1
275580;CENTRO;2018-01-01;Assalto;2018;1
98904;ENTROCAMENTO;2018-01-01;Assalto;2018;1
363271;ARAGUAINA SUL;2018-01-01;Assalto arma de fogo;2018;1
479225;CENTRO;2018-01-01;Veículo;2018;1
273252;ENTROCAMENTO;2018-01-01;Violência Mulher;2018;1
225836;ENTROCAMENTO;2018-01-01;Veículo;2018;1
397365;SETOR ANA MARIA;2018-01-01;Veículo;2018;1
385741;SAO JOAO;2018-01-01;Violência Mulher;2018;1
177568;ENTROCAMENTO;2018-01-01;Invasão;2018;1
440708;CENTRO;2018-01-01;Veículo;2018;1
116091;CENTRO;2018-01-01;Veículo;2018;1
232818;SAO JOAO;2018-01-01;Invasão;2018;1
410271;ENTROCAMENTO;2018-01-01;Assalto;2018;1
262311;ENTROCAMENTO;2018-01-01;Veículo;2018;1
257773;ARAGUAINA SUL;2018-01-01;Assalto arma de fogo;2018;1
389438;SETOR COUTO MAGALHAES;2018-01-01;Assalto;2018;1
84890;CENTRO;2018-01-01;Veículo;2018;1
384441;SENADOR;2018-01-01;Assalto arma de fogo;2018;1
38776;SAO JOAO;2018-01-01;Assalto;2018;1
283941;SENADOR;2018-01-01;Veículo;2018;1
116977;SAO JOAO;2018-01-01;Violência Mulher;2018;1
222070;ENTROCAMENTO;2018-01-01;Violência Mulher;2018;1
161724;SETOR ANHANGUERA;2018-01-01;Violência Mulher;2018;1
135430;ARAGUAINA SUL;2018-01-01;Invasão;2018;1
218200;ENTROCAMENTO;2018-01-01;Assalto arma de fogo;2018;1
380156;SETOR ANHANGUERA;2018-01-01;Veículo;2018;1
467172;ENTROCAMENTO;2018-01-01;Veículo;2018;1
128912;CENTRO;2018-01-01;Assalto;2018;1
477159;ARAGUAINA SUL;2018-01-01;Veículo;2018;1
167565;NEBLINA;2018-01-01;Furto;2018;1
388014;CENTRO;2018-01-01;Assalto arma de fogo;2018;1
415860;CIMBA;2018-01-01;Assalto;2018;1
4139;CENTRO;2018-01-01;Veículo;2018;1
499777;SAO JOAO;2018-01-01;Veículo;2018;1
155583;BELA VISTA;2018-01-01;Veículo;2018;1
106215;JORGE IUNES;2018-01-01;Veículo;2018;1
286719;SETOR UNIVERSITARIO;2018-01-01;Assalto;2018;1
449755;ENTROCAMENTO;2018-01-01;Violência Mulher;2018;1
148546;ENTROCAMENTO;2018-01-01;Veículo;2018;1
302251;ENTROCAMENTO;2018-01-01;Assalto;2018;1
306994;RESIDNECIAL MORUMBI;2018-01-01;Assalto arma de fogo;2018;1
462836;SETOR BRASIL;2018-01-01;Furto;2018;1
268669;SETOR RODOVIARIO;2018-01-01;Veículo;2018;1
418874;CENTRO;2018-01-01;Veículo;2018;1
28161;CIMBA;2018-01-01;Assalto;2018;1
431806;ENTROCAMENTO;2018-01-01;Assalto;2018;1
477429;SENADOR;2018-01-01;Assalto;2018;1
373572;ENTROCAMENTO;2018-01-01;Veículo;2018;1
99344;SENADOR;2018-01-01;Veículo;2018;1
355400;ENTROCAMENTO;2018-01-01;Furto;2018;1
211773;SAO JOAO;2018-01-01;Assalto arma de fogo;2018;1
347270;CENTRO;2018-01-01;Veículo;2018;1
323129;SENADOR;2018-01-01;Veículo;2018;1
478667;CENTRO;2018-01-01;Veículo;2018;1
276016;SENADOR;2018-01-01;Veículo;2018;1
465963;SAO JOAO;2018-01-01;Veículo;2018;1
256294;SAO JOAO;2018-01-01;Assalto;2018;1
200197;SAO JOAO;2018-01-01;Veículo;2018;1
301882;CIMBA;2018-01-01;Assalto;2018;1
368653;SAO JOAO;2018-01-01;Furto;2018;1
33820;SAO JOAO;2018-01-01;Assalto;2018;1
243803;ENTROCAMENTO;2018-01-01;Veículo;2018;1
485498;CENTRO;2018-01-01;Invasão;2018;1
479818;SAO JOAO;2018-01-01;Violência Mulher;2018;1
364472;SAO JOAO;2018-01-01;Assalto;2018;1
367190;JORGE IUNES;2018-01-01;Furto;2018;1
472708;JORGE IUNES;2018-01-01;Furto;2018;1
112883;SETOR BRASIL;2018-01-01;Assalto;2018;1
70966;CENTRO;2018-01-01;Assalto arma de fogo;2018;1
400486;JARDIM EUROPA;2018-01-01;Violência Mulher;2018;1
228095;SENADOR;2018-01-01;Veículo;2018;1
193752;SENADOR;2018-01-01;Veículo;2018;1
378790;CENTRO;2018-01-01;Assalto arma de fogo;2018;1
136224;JORGE IUNES;2018-01-01;Assalto arma de fogo;2018;1
326955;JORGE IUNES;2018-01-01;Invasão;2018;1
359018;SAO MIGUEL;2018-01-01;Veículo;2018;1
316720;SETOR PLANALTO;2018-01-01;Assalto;2018;1
303697;ENTROCAMENTO;2018-01-01;Assalto;2018;1
376956;BARROS;2018-01-01;Assalto;2018;1
161847;SETOR AEROPORTO;2018-01-01;Veículo;2018;1
373104;CENTRO;2018-01-01;Invasão;2018;1
315228;SAO JOAO;2018-01-01;Veículo;2018;1
118802;CENTRO;2018-01-01;Assalto arma de fogo;2018;1
460895;SAO JOAO;2018-01-01;Veículo;2018;1
191991;SENADOR;2018-01-01;Furto;2018;1
265766;CENTRO;2018-01-01;Assalto arma de fogo;2018;1
112491;CENTRO;2018-01-01;Assalto;2018;1
133283;ENTROCAMENTO;2018-01-01;Veículo;2018;1
74921;SAO JOAO;2018-01-01;Furto;2018;1
80651;SENADOR;2018-01-01;Veículo;2018;1
406352;SENADOR;2018-01-01;Veículo;2018;1
387474;SENADOR;2018-01-01;Assalto arma de fogo;2018;1
334540;RESIDENCIAL COSTA ESMERALDA;2018-01-01;Furto;2018;1
418486;JORGE IUNES;2018-01-01;Veículo;2018;1
286388;CENTRO;2018-01-01;Assalto;2018;1
481398;JORGE IUNES;2018-01-01;Assalto;2018;1
406282;SAO JOAO;2018-01-01;Assalto;2018;1
250298;ENTROCAMENTO;2018-01-01;Assalto;2018;1
34267;SENADOR;2018-01-01;Veículo;2018;1
179245;CENTRO;2018-01-01;Assalto;2018;1
484994;CIMBA;2018-01-01;Veículo;2018;1
187581;CIMBA;2018-01-01;Veículo;2018;1
173320;CIMBA;2018-01-01;Veículo;2018;1
181007;CENTRO;2018-01-01;Furto;2018;1
19346;CIMBA;2018-01-01;Assalto;2018;1
195413;SETOR ANHANGUERA;2018-01-01;Veículo;2018;1
318146;SETOR ANHANGUERA;2018-01-01;Assalto;2018;1
334760;SETOR ANHANGUERA;2018-01-01;Assalto;2018;1
82366;SETOR BRASIL;2018-01-01;Veículo;2018;1
226428;LOTEAMENTO SAO LUIZ;2018-01-01;Assalto;2018;1
169568;SAO JOAO;2018-01-01;Assalto;2018;1
29801;CENTRO;2018-01-01;Veículo;2018;1
186437;JORGE IUNES;2018-01-01;Veículo;2018;1
404068;SETOR BRASIL;2018-01-01;Veículo;2018;1
400428;SENADOR;2018-01-01;Furto;2018;1
180084;SENADOR;2018-01-01;Invasão;2018;1
153859;CENTRO;2018-01-01;Veículo;2018;1
337962;SETOR ANHANGUERA;2018-01-01;Invasão;2018;1
403572;ENTROCAMENTO;2018-01-01;Assalto;2018;1
49850;SENADOR;2018-01-01;Veículo;2018;1
186225;ENTROCAMENTO;2018-01-01;Veículo;2018;1
231379;SAO JOAO;2018-01-01;Assalto;2018;1
233901;SAO JOAO;2018-01-01;Veículo;2018;1
491117;CENTRO;2018-01-01;Veículo;2018;1
327111;ENTROCAMENTO;2018-01-01;Assalto;2018;1
187648;SENADOR;2018-01-01;Assalto;2018;1
244130;ARAGUAINA SUL;2018-01-01;Assalto;2018;1
75471;SENADOR;2018-01-01;Invasão;2018;1
132293;ENTROCAMENTO;2018-01-01;Veículo;2018;1
246482;CENTRO;2018-01-01;Assalto arma de fogo;2018;1
290872;ARAGUAINA SUL;2018-01-01;Veículo;2018;1
479106;JORGE IUNES;2018-01-01;Furto;2018;1
315790;ENTROCAMENTO;2018-01-01;Furto;2018;1
134039;SAO JOAO;2018-01-01;Assalto;2018;1
494012;JORGE IUNES;2018-01-01;Invasão;2018;1
332344;ENTROCAMENTO;2018-01-01;Assalto arma de fogo;2018;1
1513;ENTROCAMENTO;2018-01-01;Assalto arma de fogo;2018;1
323889;ENTROCAMENTO;2018-01-01;Veículo;2018;1
185103;SENADOR;2018-01-01;Assalto;2018;1
76834;SAO JOAO;2018-01-01;Violência Mulher;2018;1
310948;SENADOR;2018-01-01;Violência Mulher;2018;1
13973;SAO JOAO;2018-01-01;Assalto;2018;1
253722;JORGE IUNES;2018-01-01;Veículo;2018;1
326159;CENTRO;2018-01-01;Violência Mulher;2018;1
302526;SENADOR;2018-01-01;Furto;2018;1
450464;ENTROCAMENTO;2018-01-01;Veículo;2018;1
4369;SENADOR;2018-01-01;Veículo;2018;1
325310;CENTRO;2018-01-01;Assalto;2018;1
223027;SAO JOAO;2018-01-01;Assalto arma de fogo;2018;1
423520;SENADOR;2018-01-01;Veículo;2018;1
691;SENADOR;2018-01-01;Assalto;2018;1
444713;IMACULADA CONCEICAO;2018-01-01;Furto;2018;1
417382;JORGE IUNES;2018-01-01;Veículo;2018;1
352707;ENTROCAMENTO;2018-01-01;Veículo;2018;1
25205;SENADOR;2018-01-01;Assalto arma de fogo;2018;1
198879;LOEAMENTO BOA SORTE;2018-01-01;Furto;2018;1
127084;ENTROCAMENTO;2018-01-01;Veículo;2018;1
343287;ENTROCAMENTO;2018-01-01;Assalto;2018;1
358205;SETOR ANHANGUERA;2018-01-01;Veículo;2018;1
195007;CIMBA;2018-01-01;Assalto arma de fogo;2018;1
46236;SETOR BRASIL;2018-01-01;Furto;2018;1
126583;ENTROCAMENTO;2018-01-01;Assalto;2018;1
464645;CIMBA;2018-01-01;Assalto;2018;1
332919;SETOR ANHANGUERA;2018-01-01;Assalto;2018;1
153032;CENTRO;2018-01-01;Veículo;2018;1
259597;SETOR ANHANGUERA;2018-01-01;Violência Mulher;2018;1
171354;CENTRO;2018-01-01;Assalto;2018;1
263056;ENTROCAMENTO;2018-01-01;Assalto;2018;1
467139;SETOR JARDIM;2018-01-01;Invasão;2018;1
467456;ARAGUAINA SUL;2018-01-01;Veículo;2018;1
118021;SENADOR;2018-01-01;Veículo;2018;1
